(2328.93, 1634.85, 0.125)
(2181.02, 1625.16, 0.125)
(2010.29, 1615.13, 0.125)
(1852.12, 1615.53, 0.125)
(1711.93, 1617.23, 0.125)
(1551.78, 1619.25, 0.125)
(1382.65, 1622.81, 0.125)
(1222.92, 1627.14, 0.125)
(1042.43, 1632.04, 0.125)
(893.842, 1639.62, 0.125)
(755.578, 1662.28, 1.125)
(605.359, 1672.72, 0.125)
(466.831, 1671.38, 0.125)
(325.959, 1669.18, 0.125)
(191.983, 1668.73, 0.125)
(68.015, 1683.39, 0.125)
(-39.7163, 1723.57, 0.125)
(-86.7284, 1823.47, 0.125)
(-85.4912, 1964.11, 0.125)
(-81.787, 2103.02, 0.125)
(-78.6671, 2222.71, 0.125)
(-75.3412, 2352.15, 0.125)
(-71.7522, 2492.16, 0.125)
(-68.6986, 2612.22, 0.125)
(-65.7106, 2731.88, 0.125)
(-62.7226, 2851.53, 0.125)
(-64.5383, 2962.11, 0.125)
(-114.548, 3025.55, 0.125)
(-237.875, 3033.82, 62.182)
(-271.766, 3033.81, 128.125)
(-514.524, 3170.54, 40.125)
(-699.982, 3007.63, 40.125)
(-745.63, 2994.83, 40.125)
(-950.952, 2865.03, 40.125)
(-1084.28, 2824.8, 40.125)
(-1177.23, 2780.77, 40.125)
(-1303.2, 2731.63, 0.125)
(-1411.56, 2710.8, 0.125)
(-1559.74, 2685.34, 0.125)
(-1688.11, 2670.73, 0.125)
(-1905.01, 2660.49, 0.124999)
(-2036.03, 2658.54, 0.124999)
(-2214.26, 2655.81, 0.124999)
(-2332.05, 2636.39, 0.124999)
(-2424.1, 2559.86, 0.124999)
(-2460.63, 2445.61, 0.124999)
(-2468.54, 2316.25, 0.124999)
(-2475.28, 2175.82, 0.124999)
(-2480.58, 2065.52, 0.124999)
(-2482.18, 1945.75, 0.124999)
(-2468.57, 1837.91, 0.124999)
(-2400.92, 1751.07, 0.124999)
(-2288.87, 1709.73, 0.124999)
(-2179.73, 1692.94, 0.124999)
(-2070.09, 1679.57, 0.124999)
(-1941.43, 1667.39, 0.124999)
(-1821.76, 1661.6, 0.124999)
(-1702.03, 1657.62, 0.124999)
(-1581.91, 1653.63, 0.124999)
(-1462.18, 1649.64, 0.124999)
(-1352.24, 1645.99, 0.124999)
(-1243.9, 1642.36, 0.124999)
(-1133.8, 1634.78, 0.124999)
(-1037.5, 1580.23, 0.124999)
(-975.545, 1477.92, 0.124999)
(-931.056, 1366.61, 0.124999)
(-892.577, 1263.05, 0.124999)
(-855.179, 1161.25, 0.124999)
(-821.086, 1056.21, 0.124999)
(-794.924, 939.354, 0.124999)
(-782.318, 830.064, 0.124999)
(-775.192, 710.047, 0.124999)
(-770.421, 580.922, 0.124999)
(-766.858, 461.134, 0.124999)
(-764.125, 341.73, 0.124999)
(-761.572, 230.928, 0.124999)
(-759.021, 122.569, 0.124999)
(-756.429, 12.6158, 0.124999)
(-753.569, -107.089, 0.124999)
(-750.924, -216.875, 0.124999)
(-750.901, -265.527, 0.124999)
(-750.885, -348.965, 0.124999)
(-730.673, -458.826, 0.124999)
(-596.089, -515.3, 0.124999)
(-521.971, -515.692, 0.124999)
(-429.33, -515.652, 0.124999)
(-318.998, -515.709, 0.124999)
(-208.664, -515.773, 0.124999)
(-100.326, -515.836, 0.124999)
(9.60897, -515.899, 0.124999)
(119.943, -515.964, 0.124999)
(230.276, -516.028, 0.124999)
(369.208, -516.044, 22.045)
(469.938, -516.094, 0.125)
(579.868, -516.135, 0.125)
(690.594, -516.102, 0.125)
(800.519, -516.096, 0.125)
(908.848, -516.109, 0.125)
(1019.17, -516.12, 0.125)
(1129.06, -511.187, 0.125)
(1237.62, -503.642, 0.125)
(1347.59, -499.418, 0.125)
(1457.62, -497.453, 0.125)
(1568.05, -495.477, 0.125)
(1676.87, -493.52, 0.125)
(1847.96, -490.402, 0.125)
(1934.96, -488.23, 0.125)
